,favorite_count,followers_count,friends_count,full_text,retweet_count,length
176,0,1,0,@zomatocare @ZomatoIN @Zomato 1257288753 &amp; 1448400492. My order got changed soon after my payment.,0,102
177,0,13,292,@SayaZ45946308 @Zomato @ZomatoIN @zomatocare Why the hell are you creating so much chaos? The restaurant will take it's preparation time. Don't use twitter for such silly things,0,177
178,0,222,455,"@zomatocare Order 1036572237 arrived packed upside down with no lid and the contents completely leaking out! Your chat support is beyond pathetic, inconsiderate and arrogantly refuse in arranging a replacement or a refund. No courtesy whatsoever, especially on prepaid orders!!",0,277
180,0,23,35,"i have ordered food restaurants said valet picked up your food half an hour ago and valet rejecting my calls order id
#1186430238
#worstdelievery #frustrated
@ZomatoIN",0,167
182,0,36,259,@honeypuss66 @SudIndus @ZomatoIN @Zomato Work at a distribution centre... Lots to graze on.,0,91
183,1,3016,36,@lalithsapna @Chalu_Pandey_ @ZomatoIN @SunilDhawan13 @thedumbtrader @ravishef @anirudhjain1988 @zomatocare Thank u Bhai I have alreAdy said ke refund aagaya and I will excess fund to do what I said,0,197
185,1,36,259,@SudIndus @ZomatoIN @Zomato He should be in jail. God or Allah knows what diseases he has. Not racist at all so don't start that pish. He probably never had a MMR jab as a kid so if a parent eats the food and kisses there new born the baby can die of measils mumps or rubella!!! https://t.co/7JKvZboVa3,1,302
186,0,15,44,@zomatocare Can you look at the chat transcript with your customer support agent. It is unbelievable. I am definately going to post that on your handle for all to see,0,166
187,1,195,621,@zomatocare @ZomatoIN My refund has been initiated to the wallet. Will think twice before using Zomato for food delivery. Hey 👋 @UberEats_IND,0,141
188,1,1,0,I have ordered 2 Mutton special Biryani from two of my devices but i got received 2 Chicken special biryani. When I contacted customer support they are not giving a proper response. I have ordered multiple times by using zomato but this time i Got Cheated. @ZomatoIN @Zomato,0,274
191,2,57,735,"@trivedisid14 @Chalu_Pandey_ @ZomatoIN @SunilDhawan13 @ap_pune @thedumbtrader @ravishef @anirudhjain1988 @zomatocare GO TO THE HELP SECTION...

SELECT ORDER INCOMPLETE OR ITEMS MISSING...

U WILL B CONTACTED &amp; REFUNDED...",0,225
192,0,25,62,@zomatocare Order no 1348371550 Hoping for a positive response from Zomato. I am a regular customer and hope you will not disappoint me. Have also emailed the details to order@zomato.com Thanks,0,193
194,0,25,87,@Zomato @ZomatoIN worst app ever...these people r fraud and don't give membership benifts when u visit restaurant..,0,115
195,0,20,119,"@zomatocare How many days I have to wait this is 3rd day ,this is the way you will treat your customers 😡",0,105
197,1,195,621,@gaurav_jaju @ZomatoIN Still better than half eaten boxes !!!,0,61
0,0,110,77,"By the way, if you were wondering, I ordered from this place called SWEET REVENGE (via @ZomatoIN ) https://t.co/vipoXjmHh6",0,122
1,0,424,242,I reviewed Burger King (@burgerkingindia) and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/q0lrqKPv3l,0,105
2,0,70,453,"@zomatocare @Zomato Wow
 No reply anywhere. Smooth going
Guess no more @dominos_india ordering on Zomato for me. Thanks a ton
 Seriously",0,136
3,0,13,8,@faasos @ZomatoIN badnight...because I am going to bed all hungry because of you people. Thank you for your support and courtesy. Great job guys. #zomatosucks #faasossucks,0,171
4,0,13,8,"@ZomatoIN @faasos Oh how could I forget zomato's partner in crime. @faasos you can catch up by going through my previous tweets. BTW, the quality of your rolls has reached a new low. Quantity zyada hui to quality compromise kardi?",0,230
5,0,13,8,"@ZomatoIN couldn't have my dinner today. Thank you Zomato. Ironically, the ones who claim to feed everyone, successfully kept me away from my food all night. Nice work Zomato.",0,175
6,0,6,14,@ZomatoIN @zomatocare Bhai aise kaun KLPD karta hai??? https://t.co/Ff12tH8wOT,0,78
7,0,13,8,@ZomatoIN you people cancel the order after more than one hour. If I order again now it will take me another one hour to get my order. 2 hours for one order. Great. Atleast your agency is making good ads.,0,204
8,0,13,8,@ZomatoIN Am I the only lucky one who faces these delivery issues almost 8 out of 10 times? Or are there others too? Other Zomato torture survivors?,0,148
9,0,13,8,@ZomatoIN thank you Zomato. I will go to sleep with empty stomach today. Thank you for the courtesy.,0,100
10,0,13,8,@zomatocare @ZomatoIN What detail do you need? I have attached the screenshot.,0,78
12,0,13,8,@ZomatoIN It happens with me every single time. Delivery problem always. ALWAYS! https://t.co/jHn4XUVzPH,0,104
13,0,15,18,I reviewed Tandoor and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/7JtcFbxTGc,0,82
14,0,15,70,@Zomato @zomatocare @deepigoyal this my 15th tweet but no one ready to give me satisfaction resolution :( you people served non veg piece in veg biryani and braked my Brahmin religion @fssaiindia @noidapolice please take strict action against restaurant @myogiadityanath https://t.co/9wuzakKhe8,0,294
16,0,106,601,@Zomato @zomatocare I need an answer.And a pretty solid one at https://t.co/7btku141WR are answerable to the people .,0,117
17,0,106,601,"@Zomato @zomatocare 
How dare you guys call yourselves the best food delivering company in India?

I booked an order worth RS 180 and it has been three hours and still it has not been delivered. Your customer care refunds 50 of those and says we will serve you next time?1/1",0,274
18,0,23,354,I reviewed Cafe Sacro (@cafesacroindia) and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/L3nCIgWnub,0,103
20,0,96,43,I reviewed Creamy Inn and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/MInFUAGXCn,0,85
21,0,96,43,I reviewed Shakos and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/7SVErxy47l,0,81
22,0,96,43,I reviewed Karthik Tiffin Centre and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/qQZ6wp1AAy,0,96
23,0,96,43,I reviewed Fusilli Reasons and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/13GEbqvwKx,0,90
24,0,540,1495,@i_m_yuvraj @ippatel @ZomatoIN @Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY I disagree. They offer one of the best services. Try raising a complaint on Uber eats and ull know.,0,211
25,0,13,61,@zomatocare @BurgerSinghs @Zomato What’s happening here zomato customer care service told me that i will receive my half order in 20-25 mins but its been more than two hours i have not received any order and any refund,0,218
26,0,169,869,"@zomatocare @ZomatoIN @singlaank I am really interested to see if we could put a blanket ban on the said restaurant and Zomato for an indefinite period. Eating pure veg has always been my preferred religious choice, and Zomato has destroyed it.",0,244
27,0,3,60,@i_m_yuvraj @ippatel @ZomatoIN @Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY 😂😂😂😂 ye bechare ku kuch dedo twitterati,0,151
28,0,96,43,I reviewed Sangeetha Veg Restaurant and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/MVn790i6XZ,0,99
29,0,26,201,"@swwapniljoshi @Zomato @zomatocare @ZomatoIN Punyat order place keli asel 😜
.
.
.
Abhimaan Hawa... 🤣",0,100
30,0,169,869,"@zomatocare @ZomatoIN Hello @singlaank Could you please see and let me know what are the legal options I could explore here. I have been delivered a ""Chicken Biryani"" instead of ordered Veg Biryani. Its highly disturbing. 
I am an old client with #Akosha. 
You guys had have done an amazing work in '14",0,302
31,0,972,259,"@SwiggyCares no it doesnt, dey wil tk delivery charges and the person who will come to deliver the item doesnt have change so u will have to pay 9rs  to him as well and the attitude is like as if they are doing a favour #pathetic 

@zomatocare do u also provide this type of care?",0,280
32,0,96,43,I reviewed Mathura Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/F35TXTTIkE,0,93
33,0,169,869,@zomatocare @ZomatoIN No response from Chat Support. https://t.co/x31CGhSpp4,0,76
35,0,275,279,"@Zomato @ZomatoIN @zomatocare 
The cart is not in a clickable/visible area. 
Can you look into this? 
Device : @essential https://t.co/DZMZcR1IFp",0,145
38,0,90,132,"@zomatocare @Zomato my order was ridiculous... 
i thought u poeple would hutslp me but your customer support have no sense to talk...my order was out of box in the polythene more than half... and more over order was half cooked.. u people really insultaed me in front of my guest",0,279
43,0,319,200,"Dear Zomato, waiting to get ur assurance fulfilled for the menu change from a restaurant for past 1 month. It’s ID is 18614778. Can you please? This is 2nd request on twitter and will go on till job is done @zomatocare @ZomatoIN",0,228
44,0,27,97,@zomatocare @Zomato @swiggy_in This is the message I received from your executive after this I didn't received any further message from your  side https://t.co/8hBtt3Eet1,0,170
45,0,73,254,I reviewed Bar Tales and rated it 3/5 on @ZomatoIN #LoveFood https://t.co/oH7MAwBhMt,0,84
50,0,443,49,@zomatocare @ZomatoIN Also got tip of RS. 31 from Zomato as Zomato credits... :),0,80
51,0,1459,894,2) trusting @zomatocare @ZomatoIN's I didn't mention the same in today's order...and guess what the valet rings the bell at 12am...the guy keeps on calling ke asking the address..upon enquiry je said the @googlemaps suck in the @Zomato app #Shame @irvpaswan https://t.co/CtIlAiVvZQ,0,281
53,0,13,61,@zomatocare @BurgerSinghs @Zomato I ordered 4 burgers but received only 2 burgers,0,81
54,0,13,61,@zomatocare @BurgerSinghs @Zomato I need refund for this order,0,62
56,3,1459,894,"@zomatocare @ZomatoIN @Zomato @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY Excuse me...instead of helping the customer and extending some courtsey,@zomatocare indulges in flaunting its eloquency. #Shame",1,218
57,1,33,586,@jumsumtak @ZomatoIN @swiggy_in This is daylight robbery!,0,57
58,0,89,51,@zomatocare @Zomato As im a YouTuber i will surely make a review video about it!!,0,81
59,0,73,254,I reviewed Asia Kitchen By Mainland China and rated it 2/5 on @ZomatoIN #LoveFood https://t.co/PrQFAKKruk,0,105
60,0,89,51,@zomatocare @Zomato I never received the order bcause of you guys i was humiliated in front of my friends!!!,0,108
61,0,443,49,@zomatocare @ZomatoIN Got refund instead of food.. Thanks...,0,60
65,0,62,185,@zomatocare @ZomatoIN @zomatocare @ZomatoIN thanks for making my family sleep hungry tonight,0,92
68,0,62,185,@zomatocare @ZomatoIN @Gopiaravindhraj @soonapaana006 @itisprashanth check this anna order food online on tomato nu solli emathi tanunga,0,136
69,0,718,1605,@AaryanGala @Zomato @ZomatoIN @zomatocare This has happened with me for @swiggy_in also. Except that I got my refund after I wrote on the complaint section on the app.,0,167
70,9,6732,3977,"Here comes my 125th review on @ZomatoIN . Started small, couldn't even realize when it reached to such a respectable count! Thanks to @Zomato for providing such a wonderful platform! Thanks to all for reading my reviews. 
https://t.co/9XakgYbigb
#Foodie #FoodReview #Blogger",6,274
71,0,443,49,@ZomatoIN @zomatocare order placed yesterday still not delivered. Waiting since last two hours..,0,96
72,0,62,185,@zomatocare @ZomatoIN App says food is being prepared in kitchen r u seriously saying restaurant closes by 11,0,109
73,0,62,185,@zomatocare @ZomatoIN Expected delivery time was 10:39 now it's 12:15 still waiting wen I called  rider he said he is going to his house sounds great,0,149
75,0,62,185,Never order food through @ZomatoIN Bangalore I ordered from food at 10Pm it's 12 now still waiting the delivery guy says he can't deliver the food he is already near his house great I'm thankful to team @zomatocare for making my family sleep hungry today,0,254
76,0,2,91,@zomatocare @Zomato Order details attached😒 https://t.co/I4z9pca2Ap,0,67
80,0,141,740,@zomatocare can you please arrange a call back for my order issue. I tried customer care but not working.,0,105
81,0,244,456,I reviewed Aliah Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/hn1td2UFmW,0,91
83,14,1459,894,@ZomatoIN's offers the worst customer support...a person can't instantly contact zomato..he needs to chat like kids..@Zomato @zomatocare @consaff @irvpaswan @minmsme @CimGOI @OfficeOfRSP @GoI_MeitY #Shame,1,204
84,0,40,329,I reviewed The Branch Cafe and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/nQPeixv2yT,0,90
85,0,9,60,@zomatocare This is exactly what I am talking about. the least you guys can do is provide a reasonable response to users. Is it too much to ask?,0,144
86,0,117,122,@zomatocare @ZomatoIN We'll see. Ur Chat support said the same. But here I am after 48 hours and many many meaningless explanations and promises.,0,145
